Reading Time (CST),Ambient Air RHAvg (%),Ambient Air Temp (°C),Ambient Air TempMax (°C),Ambient Air TempMin (°C),Precipitation Precip (mm),Wind WindDir,Wind WindSpeed (km/h),Wind WindSpeedMax (km/h),Wind WindSpeedMin (km/h),0-5 cm Depth Average Temp (°C),0-5 cm Depth Average WFV (%)
30/11/2018,92,-5.4,-3,-10.9,0,S,5.8,17.8,0,2.4,16.3
01/12/2018,100,-6.1,-4.1,-7.8,0,ENE,7.8,24.5,1.3,2.3,16.4
02/12/2018,100,-6.8,-5.6,-8.3,0,WSW,9.4,22.6,1.5,2.2,16.3
03/12/2018,100,-6,-4,-7.8,0,S,8.1,23.6,0,2.1,16.3
04/12/2018,89,-7.2,-3.9,-11.6,0,SW,12.5,30.1,0,2,16.2
05/12/2018,80,-10.4,-7,-20.9,0,NW,13.8,29.3,3.1,2,16.2
06/12/2018,78,-17.3,-10.8,-26.5,0,SW,8.7,18,0,1.9,16.2
07/12/2018,79,-11.9,-7.3,-16.6,0,SW,10.3,21,1.3,1.8,16.3
08/12/2018,84,-13.6,-7.7,-17.3,0,S,12.7,25.2,0,1.7,16.2
09/12/2018,75,-10.9,-3.1,-19.5,0,SW,9.6,22.8,0,1.7,16.2
10/12/2018,81,-8.7,-3.1,-16.7,0,W,8.9,21,0,1.6,16.2
11/12/2018,90,-8.5,-1.8,-16.9,0,SSE,8.7,19.1,0,1.5,16.2
12/12/2018,100,-4.6,-1.4,-9.7,0,SSE,17.3,39.1,0.1,1.3,16.1
13/12/2018,78,-2.1,0.9,-5.7,0,WSW,18.1,31.4,6.1,1.2,16.1
14/12/2018,84,-4.2,-0.2,-10.4,0,SSW,10.5,24.1,0,1.2,16.1
15/12/2018,85,-2.4,4.4,-8.2,0,S,19.1,45.9,7.3,1.1,16.2
16/12/2018,72,-4.4,3.3,-15.4,0,WNW,21.7,43.8,0,1.1,16.1
17/12/2018,84,-12.1,-8,-17.2,0,SSE,12,25.4,0,1,16
18/12/2018,89,-4.5,3.8,-10.1,0,SSE,11.9,30.8,0,1,16
19/12/2018,98,-0.7,3,-4.5,0,WSW,14.5,39.6,0,1,16.1
20/12/2018,95,-7.8,-4.5,-10.7,0,S,11.1,29.8,0.7,0.9,16
21/12/2018,97,-9.8,-7.4,-12.2,0,ESE,16.9,32.8,4.4,0.9,16
22/12/2018,96,-6.8,-4.2,-7.7,0,No Data,No Data,No Data,No Data,0.9,16
23/12/2018,85,-12.4,-7.2,-24.3,0,WNW,13.5,28.3,0,0.8,15.9
24/12/2018,87,-14.7,-10.2,-24.3,0,S,4.3,11.8,0,0.8,15.9
25/12/2018,86,-13.2,-11.2,-15.6,0,WNW,6.6,17,0,0.8,15.9
26/12/2018,88,-14.1,-12.9,-16,0,E,10.5,20.4,0,0.7,16
27/12/2018,88,-13.9,-12.3,-17.3,0,NW,22.6,39.2,10.5,0.7,15.9
28/12/2018,78,-20.8,-17.4,-23.1,0,W,14.6,35,0,0.7,15.9
29/12/2018,84,-15,-11.6,-21.7,0,SSE,15.5,29.4,0,0.6,15.9
30/12/2018,86,-13.9,-11.5,-22,0,W,18.1,36.9,0,0.5,15.8
31/12/2018,72,-25,-22.5,-28,0,NW,15.7,38.7,2.9,0.5,15.9
01/01/2019,70,-21.4,-15.7,-27.8,0,S,14.5,37.4,0,0.4,15.8
02/01/2019,88,-9.1,-3.5,-15.8,0,S,12.7,27.2,0,0.2,15.8
03/01/2019,85,1.7,3.2,-3,0,WSW,17.2,36.5,1.1,0.1,16.1
04/01/2019,92,-5.8,0.4,-11.7,0,SW,5.2,17.9,0,0,16.5
05/01/2019,90,-5.9,-2.6,-11.5,0,W,11.7,29.3,1.1,0,0
06/01/2019,91,-7.7,-3.2,-11.8,0,ESE,23.8,41.7,4.4,No Data,No Data
07/01/2019,96,-3.3,-1,-7.9,0,SW,25.1,52.7,6.1,No Data,No Data
08/01/2019,74,-13.3,-8,-18,0,WNW,32.6,53.3,17.6,No Data,No Data
09/01/2019,73,-18.2,-16.5,-20.4,0,SW,13.5,30.1,0.3,No Data,No Data
10/01/2019,84,-12.8,-10.3,-16.4,0,SE,20.3,37.5,4.7,No Data,No Data
11/01/2019,89,-10.8,-9.8,-12.6,0,NW,11.7,26.4,0.4,No Data,No Data
12/01/2019,89,-9.5,-6.2,-11.8,0,SW,9.2,23.4,0,No Data,No Data
13/01/2019,87,-6.8,-5.2,-10.6,0,WSW,12.1,29,0,No Data,No Data
14/01/2019,93,-9.1,-6.4,-11.2,0,WSW,11.9,38.2,0,No Data,No Data
15/01/2019,80,-12.8,-3.5,-21.3,0,WNW,22.3,45.6,0,No Data,No Data
16/01/2019,73,-22.6,-18.9,-27.7,0,S,6.4,13.7,0,No Data,No Data
17/01/2019,76,-19.3,-16.4,-26.4,0,WSW,6.1,17.7,0,No Data,No Data
18/01/2019,71,-26.4,-24.1,-31.1,0,WSW,7.3,21,0,No Data,No Data
19/01/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
20/01/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
21/01/2019,78,-14.8,-11.3,-22.2,0,SSE,19.8,32.1,5.9,No Data,No Data
22/01/2019,83,-12.6,-9.4,-17.8,0,WSW,9.2,19.8,0,No Data,No Data
23/01/2019,84,-13.9,-8.7,-18.2,0,SW,17.5,45.6,0,No Data,No Data
24/01/2019,69,-23.7,-18.6,-28.6,0,W,14.3,37.7,0,No Data,No Data
25/01/2019,75,-26.6,-21.7,-29.5,0,WSW,7.4,19.2,0,No Data,No Data
26/01/2019,70,-25.2,-22.7,-30.8,0,W,8.6,21.2,0,No Data,No Data
27/01/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
28/01/2019,83,-18.9,-16.3,-23.6,0,WNW,13.9,38.2,2.2,No Data,No Data
29/01/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
30/01/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
31/01/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
01/02/2019,89,-15.2,-7.7,-21.2,0,SSE,20.7,34.5,0,No Data,No Data
02/02/2019,88,-16.1,-14.1,-17.8,0,ESE,17.3,29.5,7.7,No Data,No Data
03/02/2019,82,-21.6,-18.1,-23,0,NNW,21.2,36,10.6,No Data,No Data
04/02/2019,81,-22.8,-20.3,-25.8,0,NNW,20.1,35.8,5.7,No Data,No Data
05/02/2019,79,-23.8,-20.8,-27.8,0,WSW,9.6,20.6,0.4,No Data,No Data
06/02/2019,82,-21,-20.4,-22.1,0,NNW,17.3,28.7,8.8,No Data,No Data
07/02/2019,79,-24,-22.3,-26.2,0,NW,21,34.8,11.1,No Data,No Data
08/02/2019,74,-25.2,-20.3,-32.4,0,W,13.7,26.1,2.5,No Data,No Data
09/02/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
10/02/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
11/02/2019,84,-20.2,-10.5,-29.9,0,S,5.8,13.3,0,No Data,No Data
12/02/2019,91,-13.9,-9.5,-21.7,0,W,11.6,23,0,No Data,No Data
13/02/2019,85,-18.2,-14.7,-24.3,0,SSW,9.9,24.9,0,No Data,No Data
14/02/2019,78,-17.8,-15.7,-20.8,0,NW,20.4,40.2,11.1,No Data,No Data
15/02/2019,75,-21.7,-16.2,-28.2,0,W,8.9,19.5,0,No Data,No Data
16/02/2019,77,-21.5,-16.5,-29.5,0,SSE,6.4,23.3,0,No Data,No Data
17/02/2019,76,-18,-14.1,-21.6,0,NW,13.9,24.5,5.6,No Data,No Data
18/02/2019,74,-20.7,-16.5,-26.8,0,SW,8.2,17,0,No Data,No Data
19/02/2019,75,-20.1,-12.6,-28.5,0,S,14.4,26.5,0,No Data,No Data
20/02/2019,84,-15.3,-10.3,-22.8,0,SSE,10.4,24.6,2.5,No Data,No Data
21/02/2019,83,-13,-10.4,-15.8,0,WNW,10.3,20.6,0,No Data,No Data
22/02/2019,79,-17.5,-10.7,-24.3,0,S,5.6,16.9,0,No Data,No Data
23/02/2019,83,-12.7,-6.7,-21.8,0,WSW,7.5,37.2,0,No Data,No Data
24/02/2019,70,-19.1,-11.9,-27.4,0,NW,25.6,47.6,4.9,No Data,No Data
25/02/2019,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
26/02/2019,68,-21.3,-14.4,-30.7,0,SSW,9.8,18.7,0,No Data,No Data
27/02/2019,71,-16.3,-9.9,-23.6,0,WSW,18.8,38.5,6.1,No Data,No Data
28/02/2019,68,-13.1,-8.8,-20.7,0,W,14.5,34.8,1.5,No Data,No Data
01/03/2019,74,-16.7,-12.8,-25.1,0,W,7.8,17.6,0,No Data,No Data
02/03/2019,69,-21.2,-18.3,-24.1,0,WNW,17.7,34.2,3.3,No Data,No Data
03/03/2019,66,-22.2,-17.1,-27,0,W,17.5,29,6.2,No Data,No Data
04/03/2019,74,-14.8,-10.3,-19.8,0,WNW,20.4,39.2,7.3,No Data,No Data
05/03/2019,74,-14.1,-9.4,-21.8,0,W,9.7,24.7,0,No Data,No Data
06/03/2019,73,-15,-11.9,-23.1,0,NW,12.4,35.6,2.3,No Data,No Data
07/03/2019,78,-17.6,-10.4,-26.8,0,S,11.6,26.7,0,No Data,No Data
08/03/2019,84,-9.5,-4.4,-13.4,0,SSE,16.3,25.9,5.5,No Data,No Data
09/03/2019,81,-5.5,-1,-9.3,0,WSW,13.9,24.8,4.8,No Data,No Data
10/03/2019,79,-11.2,-6.4,-19.1,0,WNW,13.7,29.6,1.1,No Data,No Data
11/03/2019,83,-12.7,-3.3,-22.7,0,S,12.9,31.9,0,No Data,No Data
12/03/2019,84,-5.7,1.4,-13.2,0,SSE,14.4,28.6,1.3,No Data,No Data
13/03/2019,84,-4.1,0.5,-12.7,0,WNW,12.3,29.8,0,No Data,No Data
14/03/2019,74,-0.9,0.5,-5.1,0,NW,25.8,46.8,9.7,No Data,No Data
15/03/2019,77,-6.1,-3.3,-16.2,0,WNW,15.5,32.3,1.7,No Data,No Data
16/03/2019,81,-8.7,1,-19.2,0,SSW,8.8,20,0,No Data,No Data
17/03/2019,81,-2.7,2.7,-8.6,0,WNW,9.8,21.6,1.7,No Data,No Data
18/03/2019,87,-3.3,2.1,-11.2,0,SW,11.4,27.2,0.9,No Data,No Data
19/03/2019,87,-1,4.1,-10,0,WSW,13.7,36.8,0,No Data,No Data
20/03/2019,85,1.2,4.8,-2.1,0,W,10.5,22.6,0,No Data,No Data
21/03/2019,77,3.4,7.2,-1.7,0,WNW,13.4,32.1,2.9,No Data,No Data
22/03/2019,91,0.1,4.7,-5.9,0,S,8.1,17.2,0,No Data,No Data
23/03/2019,88,2.4,10,-4.5,0,SSW,13.3,40.9,2.8,No Data,No Data
24/03/2019,67,-5.5,-1.3,-9,0,NE,20.8,42.5,3.2,No Data,No Data
25/03/2019,66,-4,1.3,-9.2,0,SE,8,17.8,0,No Data,No Data
26/03/2019,92,0.6,3.8,-3.5,0,SSE,16.7,28,8.8,No Data,No Data
27/03/2019,87,3.6,9.1,0.3,0,WSW,16.9,44.1,4.5,No Data,No Data
28/03/2019,77,0.2,2.5,-2,0,W,11.5,24.6,0,No Data,No Data
29/03/2019,78,-0.4,2.9,-4.2,0,WNW,19.6,42.8,4.8,No Data,No Data
30/03/2019,69,-2.4,3.1,-5.7,0,SW,9.7,21.8,0.7,No Data,No Data
31/03/2019,87,0.2,4.1,-2.6,0,SSW,5.8,15.3,0,No Data,No Data
01/04/2019,76,2.7,7.3,-1,0,WSW,13.5,36.6,0,No Data,No Data
02/04/2019,79,-0.8,3.4,-3.6,0,WNW,16.6,42.9,2.1,No Data,No Data
03/04/2019,71,-1.5,4.7,-5.5,0,SW,12,28.6,0,No Data,No Data
04/04/2019,89,0.4,3.4,-2.1,0,SSE,24.4,44.9,0.7,No Data,No Data
05/04/2019,95,0.4,1.7,-0.6,0,WNW,12.4,30,1.4,No Data,No Data
06/04/2019,96,2.1,7.3,-2.2,0,ENE,11.4,23.7,0,No Data,No Data
07/04/2019,96,6,12.6,3.1,0,S,6.9,18.1,0,No Data,No Data
08/04/2019,93,3.5,6.9,-1.9,0,WSW,12.5,31.5,0,No Data,No Data
09/04/2019,76,-4.4,-2.2,-5.6,0,SW,15.6,27.7,3.8,No Data,No Data
10/04/2019,73,-0.3,4.9,-4.8,0,NE,13.7,28.9,3.4,No Data,No Data
11/04/2019,68,0.8,4.5,-3.1,0,NE,19.1,38.3,8.1,No Data,No Data
12/04/2019,81,0.1,2.9,-1.9,0,ENE,21.3,46.8,4.9,No Data,No Data
13/04/2019,57,3.5,12,-3.2,0,WSW,10,21.9,0,No Data,No Data
14/04/2019,74,3.4,9.7,-2.5,0,SE,23.6,43.6,8,No Data,No Data
15/04/2019,85,5.7,15.4,0.2,0,SSE,20.3,38.6,0,No Data,No Data
16/04/2019,68,8.4,16.5,-0.1,0,SW,11.3,30.2,0,No Data,No Data
17/04/2019,67,8.3,14.5,3.2,0,ENE,12.2,24.3,1.4,No Data,No Data
18/04/2019,57,8.3,15.9,0.6,0,WNW,9.1,24.2,0.4,No Data,No Data
19/04/2019,60,12,21.4,-0.7,0,S,17.7,44.7,0,No Data,No Data
20/04/2019,55,12.4,18.8,7.6,0,S,8.8,23.4,0,No Data,No Data
21/04/2019,51,12.1,21.4,2,0,S,7.1,33.6,0,No Data,No Data
22/04/2019,58,9.6,17,2,0,WSW,12.2,28.7,0,No Data,No Data
23/04/2019,61,10.6,19.3,-1.1,0,SSE,16.2,42.3,0,No Data,No Data
24/04/2019,42,14,21.1,4,0,WNW,14.3,33.7,0,No Data,No Data
25/04/2019,48,8.4,14.9,1.3,0,WNW,20.5,52.3,2.8,No Data,No Data
26/04/2019,56,5.8,12.8,-2.9,0,WSW,12.8,39,0,No Data,No Data
27/04/2019,50,5.1,11.8,-2.7,0,ENE,10.7,30.2,0,0,0
28/04/2019,54,4.7,8.3,0.8,2.6,ENE,20.1,35.6,7.1,0.2,20.3
29/04/2019,97,1.7,4.9,-0.2,1.6,ENE,12.3,29.2,0,0.3,20.1
30/04/2019,83,4,8.7,-0.9,0,ESE,8.1,18.8,0,0.5,19.8
01/05/2019,87,4.4,11.1,-0.3,0,SW,5.4,15.5,0,0.5,19.7
02/05/2019,62,7.5,16.8,-2.6,0,S,9.8,30.3,0,0.5,19.6
03/05/2019,68,10,17.2,4,3.2,SSW,13.3,30.3,0,0.4,17.4
04/05/2019,47,8.1,13.7,3.1,0,W,21,45.4,3.2,0.3,16.8
05/05/2019,62,2.4,6.1,-2.8,0,NW,13.1,31.8,1.9,0.4,16.9
06/05/2019,58,1.4,7.4,-3.5,0,SW,8.9,22.7,0,0.6,17
07/05/2019,49,6.7,16.3,-6.4,0,SSE,12.2,30.1,0,0.7,17.1
08/05/2019,54,7.2,11.4,0.7,0,WSW,18.7,38.4,1.1,0.7,17
09/05/2019,42,6.2,12.8,-1.4,0,W,16.2,38.4,0,0.9,17.1
10/05/2019,38,9.6,17.9,-4.2,0,S,16.9,40.1,0,1,17.1
11/05/2019,57,13.9,22,7.1,3.8,S,15.5,46.8,0,1.2,17.1
12/05/2019,66,11.6,19.4,3,0.2,SW,9.3,25.7,0,1.4,17.1
13/05/2019,44,17.9,27.3,6,0,SSW,11.3,31.3,0,1.7,17
14/05/2019,39,13.2,18.3,4.1,0,W,16.2,33.1,1,2.1,17.1
15/05/2019,67,9.9,16.3,0.2,4.2,SSE,14.1,36.8,0,2.6,17.1
16/05/2019,64,8.2,12.1,3.4,0,WNW,20.7,41.3,2.1,3,17.2
17/05/2019,51,8.9,17.1,-2.8,0,ENE,12.9,36.4,0,3.3,17.2
18/05/2019,44,8.2,13.3,2.8,0,NE,25.4,45.5,8.4,3.5,17.1
19/05/2019,41,9.8,15.9,2.4,0,NE,18.6,39.6,3.8,3.8,17.2
20/05/2019,42,14.2,23.5,4.5,0,S,8.9,27.2,0,4,17.2
21/05/2019,34,16.2,26,1.6,0,E,14.5,36.6,0,4.3,17.3
22/05/2019,73,11,14.3,8.6,2,E,21.5,43.6,9.8,4.7,17.2
23/05/2019,60,14.3,23,7.1,0,SSW,12.2,26.1,0.2,5.1,17.3
24/05/2019,96,9.4,13.2,6.1,12,ESE,16.8,39.6,4.3,5.4,17.3
25/05/2019,78,13.1,21.5,7.2,0.6,W,13.2,28.8,0,5.7,17.2
26/05/2019,93,6.2,8.2,3.2,8.6,SE,9.6,26.8,0,5.9,17.3
27/05/2019,64,10.7,20,0.6,0.2,SSE,7.1,24.1,0,6.1,17.3
28/05/2019,48,17.2,26.6,2.7,0,SW,13,32.2,0,6.1,17.4
29/05/2019,47,19.5,28.6,6.9,0,SW,6.3,20.1,0,6.2,17.5
30/05/2019,43,22.3,33,9.9,0,WSW,12.6,35.1,0,6.5,17.5
31/05/2019,51,12.8,17.7,8.2,0,NW,19.7,37.3,1.7,7,17.6
01/06/2019,44,13,19.7,2.9,0,W,12.5,39.3,0.3,7.6,17.7
02/06/2019,39,12.9,21.5,2.3,0,SE,11,24.6,0,8,17.8
03/06/2019,43,20.8,33.6,7.8,0,SSE,19.4,45.6,1.4,8.3,17.8
04/06/2019,58,20.2,29.8,13.2,0,W,13.2,35.6,0,8.5,17.8
05/06/2019,55,19.5,29.9,10.9,0,SSW,9.9,30.1,0,8.9,17.8
06/06/2019,46,21.4,31.1,11.2,0,SE,13.5,30.6,0.4,9.3,17.8
07/06/2019,51,26.1,37.2,15.1,0,SSE,22.9,52.6,2.8,9.7,17.9
08/06/2019,82,17.1,22.7,10.4,3.2,WNW,13.5,38.7,1.8,10.2,17.9
09/06/2019,62,14.7,21.1,8.7,0.2,W,13.6,34.5,0,10.6,17.9
10/06/2019,51,14.8,22.2,7.5,0,W,9.6,30.6,0,10.8,17.9
11/06/2019,51,14.1,19.3,4.6,0.4,SW,13.9,40.3,0,10.9,17.9
12/06/2019,42,13.7,22.1,1.7,0,SSW,5.4,21.2,0,11.1,17.9
13/06/2019,47,18.8,27.1,7.2,0,S,11.6,31.3,0,11.1,17.9
14/06/2019,46,20.2,27.3,11.1,0,ENE,13.1,33.2,0,11.2,17.9
15/06/2019,71,13.5,16.9,11.3,3.4,SE,12.4,30.1,0,11.4,18
16/06/2019,95,12.9,15.5,10.8,7.2,ENE,11.9,23.4,0,11.6,18
17/06/2019,86,15.4,20.4,11.6,6.2,WSW,9.4,23,0.1,11.6,17.9
18/06/2019,71,17.6,25,11.1,0,SW,6.5,18,0,11.5,17.9
19/06/2019,61,19.5,28.9,7.9,0,SE,5.8,20,0,11.5,17.9
20/06/2019,60,19.9,28.4,9.6,0,ESE,12.2,33.2,0,11.5,18
21/06/2019,70,19,24.5,13.4,6.8,ESE,15.5,39.1,0,11.7,18
22/06/2019,85,18.4,23.3,14.1,8,SSE,19.8,38.1,5.4,12,18
23/06/2019,72,19.5,25.9,13.1,0,SW,12.6,27.2,0,12.1,18.1
24/06/2019,69,19.8,28.3,11.1,0,W,9,31.2,0,12.2,18.1
25/06/2019,67,20.5,27,13.7,0,W,14.2,35.7,0,12.3,18.2
26/06/2019,60,21.5,29.6,13,0,W,9.9,33.4,0,12.5,18.2
27/06/2019,61,22.2,30.6,14,0,E,7.1,18.1,0,12.8,18.3
28/06/2019,55,23.4,32.4,12.9,0,SE,7.6,19.5,0,13.1,18.4
29/06/2019,80,21.5,31,14.5,5.6,SE,9.8,35,0,13.4,18.3
30/06/2019,61,24.4,31.6,17.1,0,WSW,13.6,37.9,1.5,13.7,18.5
01/07/2019,57,22.5,29.4,14.2,0,SW,9.7,27.6,2.4,14,18.4
02/07/2019,65,21.2,27.2,14.2,1,WSW,11.2,46.3,0,14.3,18.4
03/07/2019,78,17.7,24.1,13.8,2.8,WSW,5.9,14.6,0,14.6,18.4
04/07/2019,70,19.9,27.4,11.9,0,W,7,19.3,0,14.8,18.4
05/07/2019,64,19.6,24.6,13.7,0,WSW,9.9,24.7,1.8,14.9,18.4
06/07/2019,61,17.4,24.6,5.4,0,WSW,6.1,22.3,0,15,18.4
07/07/2019,60,21.5,30.6,9.2,0,SSE,8.1,24.8,0,15.1,18.3
08/07/2019,83,21.8,31.1,17.6,0,SSE,10,30.3,0,15.3,18.3
09/07/2019,99,19.5,23.1,15.4,18.2,SE,6.7,25.3,0,15.5,18.3
10/07/2019,80,20.9,25.8,14.8,13.2,NW,13.8,31.8,0,15.5,18.3
11/07/2019,83,22,29.3,12.3,1.8,SSW,13,37.4,0,15.6,18.4
12/07/2019,85,20.4,26.6,15.4,0.2,SW,5.4,18.9,0,15.6,18.6
13/07/2019,79,23.1,31.4,13.1,0,S,4.4,16.6,0,15.6,18.7
14/07/2019,89,24.4,30.4,19,8.4,SSE,10.4,38.8,0,15.7,18.8
15/07/2019,80,24.2,28.2,17.9,1.8,WSW,11.5,33.3,0,15.8,18.8
16/07/2019,81,21.9,28,16.5,0,WSW,4.6,15.8,0,16,18.8
17/07/2019,95,20.5,26.8,16.9,4.2,SSE,4.7,15.4,0,16.2,18.7
18/07/2019,83,21.5,28.5,15,0,SW,6.8,28.7,0,16.3,18.8
19/07/2019,74,20,26,12.8,0,WSW,11.6,33.7,2.3,16.4,18.7
20/07/2019,77,18.5,24.2,12.2,0,WNW,9.4,25.4,0.4,16.4,18.7
21/07/2019,72,17.4,24.3,10.4,0,WSW,4.8,15.2,0,16.4,18.6
22/07/2019,72,19.2,27.3,9.1,0,No Data,No Data,No Data,No Data,16.4,18.5
23/07/2019,74,21.2,30.1,11.5,0,No Data,No Data,No Data,No Data,16.4,18.4
24/07/2019,71,22.4,31,11,0,SSE,8.3,25.4,0,16.4,18.4
25/07/2019,68,23.4,29.8,17.2,0,SW,12.3,26.9,2,16.4,18.4
26/07/2019,75,20,25,15.5,0.2,WSW,13.2,31.7,2.3,16.5,18.3
27/07/2019,72,23,30.9,15.9,0,WSW,7.6,20,0.1,16.6,18.2
28/07/2019,70,21.2,28,14.8,0.2,SW,12,29.8,2,16.6,18.1
29/07/2019,60,16.6,21.4,6.4,0,NW,14.5,32.5,0,16.7,18.1
30/07/2019,63,16.7,28.2,3.6,0,SSE,4,21.5,0,16.7,18
31/07/2019,75,20.6,31.6,6.6,0,No Data,No Data,No Data,No Data,16.6,18
01/08/2019,72,24.3,33.5,14.5,0,SE,4.2,13.2,0,16.5,17.9
02/08/2019,71,25.3,34.5,15.8,0,ESE,3.6,16,0,16.5,17.9
03/08/2019,73,24.9,33.1,15.3,0,SSE,8.5,25.3,0,16.5,17.7
04/08/2019,66,24.5,32,16.5,0,WSW,9.1,25,0,16.7,17.7
05/08/2019,64,21.3,29.2,13.4,0,No Data,No Data,No Data,No Data,16.8,17.7
06/08/2019,69,21.3,30.6,11.5,0,W,8.3,26.5,0,16.9,17.6
